"Record ID","Intake Date","Intake Channel","Business Category","Complaint Code","Business Unique ID","Business Name","Result Date","Result","Referred To","Contract Cancelled Amount","Refund Amount","Building Nbr","Street1","Unit Type","Apt/Suite","City","Postcode","Borough"
"067117-2025-CMPL","07/03/2025","311","Secondhand Dealer - Auto","Non-Delivery of Goods - N01; Exchange/Refund/Return","BA-1738105-2025","NYC Motor Club Corp.","07/09/2025","Referred","Nassau County Consumer Affairs",,,"10","CLINTON TERRACE",,,"JAMAICA","11432",
"067097-2025-CMPL","07/03/2025","311","Restaurant","Overcharge","BA-1738086-2025","Yolpaqui Taqueria","07/03/2025","No Jurisdiction",,,,"1431","FOREST AVE",,,"STATEN ISLAND","10302","Staten Island"
"067121-2025-CMPL","07/03/2025","Online","Other","Exchange/Refund/Return","BA-1738114-2025","American Express Travel Related Services Company, Inc.","07/25/2025","Referred","Other",,,"200","VESEY ST",,,"NEW YORK","10281","Manhattan"
"067150-2025-CMPL","07/03/2025","311","Specialized Vending License - MFV","Refund or Return Policy Not Posted or Provided","BA-1738167-2025","street vendor (fruit stall)","07/07/2025","Referred","NYC Department of Sanitation",,,"305","W 50TH ST",,"Fruit stand","NEW YORK","10019","Manhattan"
"067175-2025-CMPL","07/03/2025","Online","Other","Defective Goods - D02","BA-1738213-2025","Oxbox","07/25/2025","Referred","Other",,,"800","BEATY ST","STE","E","DAVIDSON","28036",
"067113-2025-CMPL","07/03/2025","311","Grocery-Retail","Exchange/Refund/Return","BA-1738102-2025","Nature Market 2","07/07/2025","Referred","Other",,,"336","FRANKLIN AVE",,"Storefront","BROOKLYN","11238","Brooklyn"
"067168-2025-CMPL","07/03/2025","311","Third Party Food Delivery Service","Exchange/Refund/Return","BA-1738203-2025","Taco bell","07/07/2025","Insufficient Info Received",,,,"1889","BRUCKNER BLVD",,,"BRONX","10472","Bronx"
"067144-2025-CMPL","07/03/2025","Online","Landlord or Real Estate Agent","Required to Use  Agent; Broker Fee Listed","BA-1738154-2025","NORTHSIDE REALTY","07/24/2025","Complaint Review Complete",,,,"180","N 8TH ST","APT","3L","BROOKLYN","11211","Brooklyn"
"067094-2025-CMPL","07/03/2025","Online","Landlord or Real Estate Agent",,"BA-1736354-2025","CORCORAN GROUP INC.","07/22/2025","Complaint Review Complete",,,,,"30 E 33RD St FL 3",,,"New York","10016",
"067091-2025-CMPL","07/03/2025","Online","Other",,"BA-1738079-2025","Marine Park Radiology","07/25/2025","Referred","NYC Department of Health & Mental Hygiene",,,"2270","KIMBALL ST","STE","102","BROOKLYN","11234","Brooklyn"
"067142-2025-CMPL","07/03/2025","311","Electronic Cigarette Dealer","Prohibited Item Sale to Minor","BA-1732432-2025","224 DELI AND CONVENIENCE","07/07/2025","Complaint Review Complete",,,,"3952","LACONIA AVE",,,"BRONX","10466","Bronx"
"067137-2025-CMPL","07/03/2025","Online","Landlord or Real Estate Agent","Required to Use  Agent; Broker Fee Listed","BA-1738140-2025","Newcastle Realty Services, LLC","07/24/2025","Complaint Review Complete",,,,"106","PERRY ST","APT","3R","NEW YORK","10014","Manhattan"
"067169-2025-CMPL","07/03/2025","311","Booting Company","Unlicensed","BA-1738204-2025","NY Booting YKTV Automotive Inc.","08/06/2025","Requested Information Not Provided",,,,"1888","WESTCHESTER AVE",,,"BRONX","10472","Bronx"
"067132-2025-CMPL","07/03/2025","Online","Health Spa","Lost/Stolen/Damaged Property","BA-1738131-2025","NIRVANA LASH & NAILS SPA LLC","08/24/2025","Requested Information Not Provided",,,,,"1573 York Ave",,,"New York","10028","Manhattan"
"067107-2025-CMPL","07/03/2025","Online","Sightseeing Guide","Exchange/Refund/Return",,,"08/24/2025","Requested Information Not Provided",,,,"150","W 46TH ST",,,"NEW YORK","10036","Manhattan"
"067134-2025-CMPL","07/03/2025","311","Restaurant","Overcharge","BA-1738134-2025","Daisy’s Diner","08/06/2025","Requested Information Not Provided",,,,"452","5TH AVE",,,"BROOKLYN","11215","Brooklyn"
"067105-2025-CMPL","07/03/2025","Online","Secondhand Dealer - Auto","Advertising/Misleading - A02; Exchange/Refund/Return","BA-1695847-2024","S I FINEST CARS INC.","08/07/2025","Resolved and Consumer Satisfied - SPF",,,,"774","PORT RICHMOND AVE",,,"STATEN ISLAND","10302","Staten Island"
"067125-2025-CMPL","07/03/2025","311","Hotel","Unsanitary conditions; Unclean Room","BA-1738120-2025","Hotel Pergola","08/08/2025","Requested Information Not Provided",,,,"18302","JAMAICA AVE",,,"HOLLIS","11423","Queens"
"067139-2025-CMPL","07/03/2025","Online","Furniture Sales","Exchange/Refund/Return","BA-1586745-2023","FROOOGAL LIMITED LIABILITY COMPANY","08/07/2025","Credit Card Refund and/or Contract Cancelled - CRC",,,"$4,903",,"122 W 18TH St",,,"New York","10011","Manhattan"
"067178-2025-CMPL","07/03/2025","311","Misc Non-Food Retail","Door Open with Air Conditioning On","BA-1738217-2025","YMCA","08/15/2025","Complaint Review Complete",,,,"361","15TH ST",,,"BROOKLYN","11215","Brooklyn"
"067184-2025-CMPL","07/03/2025","311","Third Party Food Delivery Service","Non-Delivery of Goods - N01","BA-1738223-2025","Uber Eats","08/06/2025","Requested Information Not Provided",,,,"785","FLUSHING AVE",,,"BROOKLYN","11206","Brooklyn"
"067106-2025-CMPL","07/03/2025","311","Sightseeing Bus","Advertising/Misleading - A02","BA-1738096-2025","Topview Sightseeing","08/06/2025","Requested Information Not Provided",,,,"2","E 42ND ST",,,"NEW YORK","10017","Manhattan"
"067133-2025-CMPL","07/03/2025","311","Garage & Parking Lot","Lost/Stolen/Damaged Property","BA-1738133-2025","95 WORTH GARAGE LLC","08/06/2025","Requested Information Not Provided",,,,"336","BROADWAY",,,"NEW YORK","10013","Manhattan"
"067092-2025-CMPL","07/03/2025","Online","Home Improvement Contractor","Breach of Contract - B03","BA-1738081-2025","DIGITTER INC","08/13/2025","Referred to Outside - RTO",,,,"777","WESTCHESTER AVE","STE","101","WHITE PLAINS","10604","Outside NYC"
"067167-2025-CMPL","07/03/2025","311","Wearing Apparel","Advertising/Misleading - A02; Non-Delivery of Goods - N01","BA-1738200-2025","Portabella","08/06/2025","Requested Information Not Provided",,,,"8219","ROOSEVELT AVE",,,"JACKSON HEIGHTS","11372","Queens"
"067126-2025-CMPL","07/03/2025","Online","Hotel","Exchange/Refund/Return","BA-1731391-2025","Midtown South Owner LLC","07/31/2025","Credit Card Refund and/or Contract Cancelled - CRC",,,"$100",,"40 W 45TH St",,,"New York","10036","Manhattan"
"067185-2025-CMPL","07/03/2025","Online","Salons And Barbershop",,"BA-1738225-2025","CHARMING HAIR SALON INC.","07/29/2025","Referred","Other",,,,"349 New Dorp Ln",,,"Staten Island","10306","Staten Island"
"067115-2025-CMPL","07/03/2025","Hardcopy","Other","Billing Dispute - B02",,,"08/02/2025","Requested Information Not Provided",,,,,,,,,,
"067182-2025-CMPL","07/03/2025","311","Restaurant","Tip Required","BA-1738221-2025","Musica","08/06/2025","Requested Information Not Provided",,,,"637","W 50TH ST",,,"NEW YORK","10019","Manhattan"
"067109-2025-CMPL","07/03/2025","311","Drug Store Retail","Overcharge","BA-1738098-2025","HMB PHARMACY","08/06/2025","Requested Information Not Provided",,,,"600","E 233RD ST",,,"BRONX","10466","Bronx"
"067162-2025-CMPL","07/03/2025","Online","Restaurant","Cashless Business","BA-1738110-2025","LUCKIN COFFEE","07/31/2025","Complaint Review Complete",,,,"800","6TH AVE",,,"NEW YORK","10001","Manhattan"
"067124-2025-CMPL","07/03/2025","Cloned","Other","Non-Delivery of Goods - N01","BA-1726219-2025","PYLE USA","08/11/2025","Credit Card Refund and/or Contract Cancelled - CRC",,,"$275","1600","63RD ST",,,"BROOKLYN","11204","Brooklyn"
"067119-2025-CMPL","07/03/2025","311","Misc Non-Food Retail","Overcharge","BA-1738109-2025","General Vision Express","08/06/2025","Requested Information Not Provided",,,,"28","GRAHAM AVE",,,"BROOKLYN","11206","Brooklyn"
"067112-2025-CMPL","07/03/2025","311","Tow Truck Company","Lost/Stolen/Damaged Property","BA-1738101-2025","MACHINE TOWING INC","08/06/2025","Requested Information Not Provided",,,,"18609","MERRICK BLVD",,,"SPRINGFIELD GARDENS","11413","Queens"
"067098-2025-CMPL","07/03/2025","311","Restaurant","Receipt Incomplete/Inaccurate/Not Given","BA-1738088-2025","The Basement","08/02/2025","Requested Information Not Provided",,,,"11","SCHUYLER ST",,,"STATEN ISLAND","10301","Staten Island"
"067089-2025-CMPL","07/03/2025","311","Garage & Parking Lot","Non-Delivery of Goods - N01","BA-1104557-2022","1411 BROADWAY GARAGE, LLC","08/02/2025","Requested Information Not Provided",,,,"1411","BROADWAY",,,"NEW YORK","10018","Manhattan"
"067181-2025-CMPL","07/03/2025","311","Wearing Apparel","Exchange/Refund/Return","BA-1738220-2025","Junees","08/06/2025","Requested Information Not Provided",,,,"1313","AVENUE J",,,"BROOKLYN","11230","Brooklyn"
"067123-2025-CMPL","07/03/2025","311","Misc Non-Food Retail","Overcharge","BA-1738116-2025","Pemco HVAC Supply","08/06/2025","Requested Information Not Provided",,,,"1991","UTICA AVE",,,"BROOKLYN","11234","Brooklyn"
"067086-2025-CMPL","07/02/2025","Online","Secondhand Dealer - Auto","Advertising/Misleading - A02","BA-1721088-2025","Queens Motor Cars LLC","10/23/2025","Cash Amount - AMT",,,"$1,500",,"6107 Northern Blvd",,,"Woodside","11377","Queens"
"067019-2025-CMPL","07/02/2025","Email/Fax","Other","Non-Delivery of Service - N02","BA-1361879-2022","HARRIS WATER MAIN & SEWER CONTRACTORS, INC","10/09/2025","Advised to Sue - ATS",,,,"2600","ATLANTIC AVE",,,"BROOKLYN","11207","Brooklyn"
"066995-2025-CMPL","07/02/2025","Online","Home Improvement Contractor","Non-Delivery of Service - N02","BA-1598856-2023","BENNETT CONSTRUCTION LLC","09/22/2025","Advised to Sue - ATS",,,,"8701","SHORE RD","APT","440","BROOKLYN","11209","Brooklyn"
"066999-2025-CMPL","07/02/2025","Online","Tow Truck Company",,"BA-1725145-2025","JDLA TOWING & STORAGE INC","08/28/2025","Advised to Sue - ATS",,,,"2413","45TH ST",,,"ASTORIA","11103","Queens"
"066998-2025-CMPL","07/02/2025","Online","Other",,"BA-1737929-2025","LEGENDS","09/11/2025","Advised to Sue - ATS",,,,"6","W 33RD ST","FRNT","1","NEW YORK","10001","Manhattan"
"066993-2025-CMPL","07/02/2025","Online","Tow Truck Company","Other - Z01","BA-1740957-2025","STAR RECOVERY INC.","08/28/2025","No Business Response - NVR",,,,"178","SOMERS ST",,,"BROOKLYN","11233","Brooklyn"
"067018-2025-CMPL","07/02/2025","311","Auto Rental","Exchange/Refund/Return","BA-1744470-2025","KYTE","09/03/2025","No Business Response - NVR","INS-000884384",,,"42","HARRISON ST",,,"NEW YORK","10013","Manhattan"
"067061-2025-CMPL","07/02/2025","311","Tow Truck Company","Overcharge","BA-1738039-2025","Breen Bros","08/02/2025","Requested Information Not Provided",,,,"1908","SHORE PKWY",,,"BROOKLYN","11214","Brooklyn"
"067011-2025-CMPL","07/02/2025","311","Travel Agency","Non-Delivery of Goods - N01","BA-1737950-2025","Petrabax","08/02/2025","Requested Information Not Provided",,,,"3407","DEKALB AVE","APT","3A","BRONX","10467","Bronx"
"067027-2025-CMPL","07/02/2025","Email/Fax","Restaurant",,,,"08/01/2025","Requested Information Not Provided",,,,,,,,,,
"067008-2025-CMPL","07/02/2025","Cloned","Electronics Store","Exchange/Refund/Return","BA-1723151-2025","Metro By T-Mobile","08/22/2025","Advised to Sue - ATS","INS-000881965",,,"3006","BROADWAY",,,"LONG ISLAND CITY","11106","Queens"
"067074-2025-CMPL","07/02/2025","Hardcopy","Restaurant","Exchange/Refund/Return","BA-1512814-2022","WENDY'S RESTAURANTS OF NEW YORK, LLC","08/01/2025","Requested Information Not Provided",,,,"3183","Atlantic Ave",,,"Brooklyn","11208","Brooklyn"
"066987-2025-CMPL","07/02/2025","311","Garage & Parking Lot","Non-Delivery of Goods - N01","BA-1737919-2025","107 GARAGE CORP.","08/02/2025","Requested Information Not Provided",,,,"107","W 13TH ST",,,"NEW YORK","10011","Manhattan"
"067075-2025-CMPL","07/02/2025","Online","Landlord or Real Estate Agent","Fees or Surcharges Not Disclosed","BA-1736230-2025","Coney Management LLC","07/22/2025","Complaint Review Complete",,,,,"1499 Coney Island Ave",,,"Brooklyn","11230","Brooklyn"
"067048-2025-CMPL","07/02/2025","311","Restaurant","Cashless Business","BA-1738020-2025","Chipotle","07/03/2025","Referred","Other",,,"774","BROADWAY",,,"BROOKLYN","11206","Brooklyn"
"067031-2025-CMPL","07/02/2025","Email/Fax","Other",,"BA-1671208-2023","Pls Check Cashers of NY 3 Inc","07/02/2025","Referred","NYS Department of Financial Services",,,"169","PORT RICHMOND AVE",,,"STATEN ISLAND","10302","Staten Island"
"067043-2025-CMPL","07/02/2025","Email/Fax","Other",,"BA-1715237-2024","Con Edison","07/02/2025","Referred","Other",,,"4","IRVING PL",,,"NEW YORK","10003","Manhattan"
"066990-2025-CMPL","07/02/2025","311","Restaurant","Price Gouging","BA-1737922-2025","Roti Boti","07/02/2025","No Jurisdiction",,,,"2709","21ST ST",,,"ASTORIA","11102","Queens"
"067085-2025-CMPL","07/02/2025","311","Supermarket","Advertising/Misleading - A02","BA-1738072-2025","Super Fresh","07/08/2025","Referred","NYS Department of Environmental Conservation",,,"57-17","ROCKAWAY BEACH BOULEVARD",,,"ARVERNE","11692","Queens"
"067067-2025-CMPL","07/02/2025","311","Movie Theater/Entertainment Venue","Advertising/Misleading - A02","BA-1738050-2025","AMC Lincoln Square 13","07/03/2025","Referred","Other",,,"1998","BROADWAY",,,"NEW YORK","10023","Manhattan"
"067055-2025-CMPL","07/02/2025","311","Supermarket","Advertising/Misleading - A02","BA-1738031-2025","Shop Fair","07/03/2025","Referred","NYS Department of Agriculture and Markets",,,"245","BEACH 20TH ST",,,"FAR ROCKAWAY","11691","Queens"
"067080-2025-CMPL","07/02/2025","Online","Landlord or Real Estate Agent",,"BA-1738065-2025","UNIQUE HOME SALES","07/22/2025","Complaint Review Complete",,,,"10857","64TH AVE",,,"FLUSHING","11375","Queens"
"067077-2025-CMPL","07/02/2025","Online","Landlord or Real Estate Agent","Broker Fee Listed","BA-1736332-2025","Elegran Real Estate","07/22/2025","Complaint Review Complete",,,,"1407","BROADWAY",,,"NEW YORK","10018","Manhattan"
"067024-2025-CMPL","07/02/2025","311","Megastore","Other - Z01; Cashless Business","BA-1737982-2025","Dollar General","07/03/2025","Referred","Other",,,"1815","GATES AVE",,,"RIDGEWOOD","11385","Queens"
"067082-2025-CMPL","07/02/2025","311","Electronics Store","Non-Delivery of Goods - N01","BA-1738068-2025","Spectrum Wireless","07/03/2025","Referred","Other",,,"4911","BROADWAY",,,"NEW YORK","10034","Manhattan"
"067066-2025-CMPL","07/02/2025","Online","Landlord or Real Estate Agent",,"BA-1735469-2025","SMART NEWYORK REALTY LLC","07/21/2025","Complaint Review Complete",,,,,"1789 Flatbush Ave",,,"Brooklyn","11210","Brooklyn"
"067057-2025-CMPL","07/02/2025","311","Other","Door Open with Air Conditioning On","BA-1738034-2025","Catholic charities home based","07/03/2025","Referred","Other",,,"3060","FULTON ST",,,"BROOKLYN","11208","Brooklyn"
"067016-2025-CMPL","07/02/2025","Hardcopy","Other",,"BA-1737961-2025","Star Chrysler Jeep Dodge Ram","07/02/2025","Referred","Other",,,"211-10","Jamaica Ave",,,"Queens","11428","Queens"
"067002-2025-CMPL","07/02/2025","311","Other","Sidewalk Blocked","BA-1737933-2025","2795","07/03/2025","Referred","NYC Department of Transportation",,,"2795","FULTON STREET",,,"BROOKLYN","11207","Brooklyn"
"067013-2025-CMPL","07/02/2025","Online","Tow Truck Company",,"BA-1687814-2024","ENTOURAGE AUTOMOTIVE CORP.","07/24/2025","Insufficient Info Received",,,,"905","SACKETT AVE",,,"BRONX","10462","Bronx"
"067001-2025-CMPL","07/02/2025","311","Specialized Vending License - MFV","License or Complaint Sign Not Displayed","BA-1737932-2025","Uris coffee wagon","07/03/2025","Referred","NYC Department of Sanitation",,,"303","E 83RD ST",,,"NEW YORK","10028","Manhattan"
"067005-2025-CMPL","07/02/2025","Online","Landlord or Real Estate Agent","Required to Use  Agent; Broker Fee Listed","BA-1737939-2025","Claudia Yanez - the Corcoran Group","07/21/2025","Complaint Review Complete",,,,"245","BEDFORD AVE",,,"BROOKLYN","11211","Brooklyn"
"067052-2025-CMPL","07/02/2025","Online","Landlord or Real Estate Agent",,"BA-1735203-2025","The Bouklis Group","07/18/2025","Complaint Review Complete",,,,,"65 E Broadway",,,"New York","10002","Manhattan"
"067060-2025-CMPL","07/02/2025","Email/Fax","Other",,,,"07/08/2025","Referred","Other",,,,,,,,,
"067068-2025-CMPL","07/02/2025","Online","Landlord or Real Estate Agent","Required to Use  Agent; Broker Fee Listed","BA-1736230-2025","Coney Management LLC","07/21/2025","Complaint Review Complete",,,,"452","9TH AVE","APT","5","NEW YORK","10018","Manhattan"
"066997-2025-CMPL","07/02/2025","Online","Landlord or Real Estate Agent","Required to Use  Agent; Broker Fee Listed","BA-1737928-2025","Street Easy NY Real Estate","07/21/2025","Complaint Review Complete",,,,"130","5TH AVE",,,"NEW YORK","10011","Manhattan"
"067063-2025-CMPL","07/02/2025","Online","Landlord or Real Estate Agent","Broker Fee Charged; Required to Use  Agent","BA-1738043-2025","Bushwick Realty II LLC","07/21/2025","Complaint Review Complete",,,,"58","BUSHWICK AVE",,,"BROOKLYN","11211","Brooklyn"
"067014-2025-CMPL","07/02/2025","311","Other","Non-Delivery of Goods - N01","BA-1737959-2025","TOLO YACOUBA","07/03/2025","Referred","NYC Police Department",,,"2300","GRAND CONCOURSE","APT","3G","BRONX","10458","Bronx"
"067049-2025-CMPL","07/02/2025","Online","Other",,"BA-1738023-2025","SHI HU LAUNDROMAT INC.","07/24/2025","Referred","NYC Commission on Human Rights",,,"480","MCDONALD AVE","STE","1","BROOKLYN","11218","Brooklyn"
"067047-2025-CMPL","07/02/2025","311","Auto Rental","Exchange/Refund/Return","BA-1738019-2025","SiXT rent the car","07/03/2025","Referred","Court System",,,,"JOHN F KENNEDY AIRPORT",,,"JAMAICA","11430","Queens"
"067032-2025-CMPL","07/02/2025","Email/Fax","Other",,"BA-1737998-2025","MTA Bridges & Tunnels","07/02/2025","Referred","Other",,,"Park","Manhattan",,,"New York","10035","Manhattan"
"067059-2025-CMPL","07/02/2025","Online","Landlord or Real Estate Agent","Broker Fee Listed","BA-1738037-2025","J. BACKER GROUP INC.","07/21/2025","Complaint Review Complete",,,,,"469 Fashion Ave FL 7",,,"New York","10018",
"066988-2025-CMPL","07/02/2025","311","Other","Sidewalk Blocked","BA-1737920-2025","Residential house","07/02/2025","Referred","NYC Department of Sanitation",,,"15167","19TH AVE","#","2","WHITESTONE","11357","Queens"
"067070-2025-CMPL","07/02/2025","Hardcopy","Other","Non-Delivery of Service - N02","BA-1738054-2025","Zipin2ship","07/03/2025","Referred","Other",,,"42","MARGO LOOP",,,"STATEN ISLAND","10301","Staten Island"
"067012-2025-CMPL","07/02/2025","311","Other","In Prohibited Area","BA-1737951-2025","Mecca Hala Poultry Garage","07/03/2025","Referred","NYC Police Department",,,"3627","32ND ST",,,"ASTORIA","11106","Queens"
"067039-2025-CMPL","07/02/2025","Online","Landlord or Real Estate Agent","Required to Use  Agent; Broker Fee Listed","BA-1738007-2025","ADDISON PROPERTY GROUP LLC","07/21/2025","Complaint Review Complete",,,,,"157 E 86TH St",,,"New York","10028","Manhattan"
"067041-2025-CMPL","07/02/2025","311","Supermarket","Advertising/Misleading - A02","BA-1738011-2025","Key food and other establishments","07/03/2025","Insufficient Info Received",,,,"541","W 20TH ST",,,"NEW YORK","10011","Manhattan"
"067006-2025-CMPL","07/02/2025","311","Drug Store Retail","Non-Delivery of Goods - N01","BA-1737941-2025","Lindenwood Rx Center","07/03/2025","Referred","NYS Department of Education: Office of Professional Discipline",,,"1380","LORING AVE",,,"BROOKLYN","11208","Brooklyn"
"066992-2025-CMPL","07/02/2025","311","Other","Unlicensed; Exchange/Refund/Return","BA-1737924-2025","photo booth","07/02/2025","Complaint Review Complete",,,,"200","W 47TH ST",,,"NEW YORK","10036","Manhattan"
"066991-2025-CMPL","07/02/2025","Online","Other","Other - Z01","BA-1737923-2025","Firstservice Residential New York, Inc.","07/24/2025","Referred","Other",,,,"622 3RD Ave FL 14",,,"New York","10017",
"067051-2025-CMPL","07/02/2025","311","Electronics Store","Billing Dispute - B02","BA-1738028-2025","Verizon","07/03/2025","Referred","Federal Communications Commission",,,,"AMSTERDAM AVENUE",,,,"10025","Manhattan"
"066996-2025-CMPL","07/02/2025","311","Restaurant","Non-Delivery of Goods - N01","BA-1737927-2025","Food Bazaar","07/02/2025","Referred","NYC Commission on Human Rights",,,"796","DREW ST",,,"BROOKLYN","11208","Brooklyn"
"067083-2025-CMPL","07/02/2025","311","Other","Scale Inaccurate/Broken","BA-1738069-2025","Bronx transfer","07/03/2025","Referred","Other",,,"284","MANIDA ST",,,"BRONX","10474",
"067072-2025-CMPL","07/02/2025","Online","Landlord or Real Estate Agent","Broker Fee Listed","BA-1738057-2025","BROOKLYN BLOCKS REAL ESTATE","07/22/2025","Complaint Review Complete",,,,,"895 Nostrand Ave",,,"Brooklyn","11225","Brooklyn"
"067025-2025-CMPL","07/02/2025","311","General Vendor","Spray Paint Sold to Minor","BA-1737984-2025","High Timez Smoke Shop","07/03/2025","Referred","NYC Department of Sanitation",,,"1792","BROADWAY",,,"BROOKLYN","11207","Brooklyn"
"067054-2025-CMPL","07/02/2025","311","Electronics Store","Billing Dispute - B02","BA-1738030-2025","Verizon","07/03/2025","Referred","Federal Communications Commission",,,,"AMSTERDAM AVENUE",,,,"10025","Manhattan"
"067046-2025-CMPL","07/02/2025","311","Misc Non-Food Retail","Unsanitary conditions","BA-1738018-2025","modern hair nail beauty salon","07/03/2025","Referred","NYC Department of Health & Mental Hygiene",,,"4024","AVENUE U",,,"BROOKLYN","11234","Brooklyn"
"067009-2025-CMPL","07/02/2025","311","Restaurant","Cashless Business","BA-1738110-2025","FIRST RAY OPERATIONS (NEW YORK) LLC","07/03/2025","Complaint Review Complete",,,,"800","6TH AVE",,,"NEW YORK","10001","Manhattan"
"067028-2025-CMPL","07/02/2025","311","Wearing Apparel","Overcharge","BA-1737989-2025","Telco","07/03/2025","Insufficient Info Received",,,,"5809","MYRTLE AVE",,,"RIDGEWOOD","11385","Queens"
"067023-2025-CMPL","07/02/2025","Hardcopy","Wearing Apparel","Overcharge","BA-1714063-2024","SAKS FIFTH AVENUE","07/25/2025","Credit Card Refund and/or Contract Cancelled - CRC",,,"$242","225","LIBERTY ST",,,"NEW YORK","10281","Manhattan"
"067029-2025-CMPL","07/02/2025","Hardcopy","Funeral Homes",,"BA-1488101-2022","rivera funeral home","07/23/2025","No Consumer Response - NCR",,,,"10402","37TH AVE",,,"CORONA","11368","Queens"
"067004-2025-CMPL","07/02/2025","Online","Grocery-Retail",,"BA-1506274-2022","WHOLE FOODS MARKET","07/24/2025","Referred","Other",,,"1095","AVENUE OF THE AMERICAS",,,"NEW YORK","10036","Manhattan"
"067010-2025-CMPL","07/02/2025","Online","Landlord or Real Estate Agent","Required to Use  Agent; Broker Fee Listed","BA-1735216-2025","Oxford Property Group LLC","07/21/2025","Complaint Review Complete",,,,"5","W 37TH ST","FL","12","NEW YORK","10018","Manhattan"
"067038-2025-CMPL","07/02/2025","311","Stoop Line Stand","Sidewalk Blocked","BA-1738005-2025","ROSARIO FAMILY CIGAR BUISNESS","07/03/2025","Referred","NYC Police Department",,,,"323 EAST GUN HILL ROAD",,"SIDEWALK","BRONX","10467","Bronx"
"067033-2025-CMPL","07/02/2025","311","Tow Truck Company","Unsolicited/Unauthorized Services","BA-1737999-2025","city marshalls","07/03/2025","Referred","Other",,,"2040","21ST DR",,,"BROOKLYN","11214","Brooklyn"
"067071-2025-CMPL","07/02/2025","Online","Landlord or Real Estate Agent","Broker Fee Listed","BA-1738056-2025","Mega Suite Realty","07/22/2025","Complaint Review Complete",,,,"8","E 118TH ST",,,"NEW YORK","10035","Manhattan"
"067020-2025-CMPL","07/02/2025","311","Tow Truck Company","Billing Dispute - B02","BA-1737975-2025","Day and Nite Towing","08/02/2025","Requested Information Not Provided",,,,"21525","99TH AVE",,,"QUEENS VILLAGE","11429","Queens"
"067015-2025-CMPL","07/02/2025","311","Tow Truck Company","Demand for Cash Payment","BA-1332569-2022","INTERNATIONAL TOWING & RECOVERY INC.","08/02/2025","Requested Information Not Provided",,,,"21525","99TH AVE",,,"QUEENS VILLAGE","11429","Queens"
"067076-2025-CMPL","07/02/2025","Email/Fax","Landlord or Real Estate Agent","Other - Z01",,,"08/01/2025","Requested Information Not Provided",,,,,,,,,,
"066989-2025-CMPL","07/02/2025","311","Tow Truck Company","Overcharge","BA-1737921-2025","ALWAYS TOWING & COLLISION LLC","08/01/2025","Requested Information Not Provided",,,,"10823","MERRICK BLVD",,,"JAMAICA","11433","Queens"
"067026-2025-CMPL","07/02/2025","311","Tow Truck Company","Unsolicited/Unauthorized Services","BA-1737985-2025","BEN & NINO AUTO REPAIR INC.","08/02/2025","Requested Information Not Provided",,,,"2603","STILLWELL AVE",,,"BROOKLYN","11223","Brooklyn"
"067042-2025-CMPL","07/02/2025","311","Secondhand Dealer - Auto","Advertising/Misleading - A02; Billing Dispute - B02","BA-1738012-2025","Volvo Cars of Queens","08/02/2025","Requested Information Not Provided",,,,"20722","NORTHERN BLVD",,,"BAYSIDE","11361","Queens"
"067079-2025-CMPL","07/02/2025","Hardcopy","Secondhand Dealer - Auto","Contract or Billing Dispute","BA-1738063-2025","Victory Mitsubishi and Pre-Owned Super Center","07/31/2025","Referred",,,,"4070","BOSTON RD",,,"BRONX","10475","Bronx"
"067003-2025-CMPL","07/02/2025","Online","Landlord or Real Estate Agent","Broker Fee Charged","BA-1737934-2025","REMAX REAL ESTATE PROFESS","08/20/2025","Requested Information Not Provided",,,,,"8402 20TH Ave",,,"Brooklyn","11214","Brooklyn"
"067044-2025-CMPL","07/02/2025","311","Ticket Seller Business","Exchange/Refund/Return; Goods or Services Not Delivered","BA-1738016-2025","Stubhub","08/13/2025","No Satisfactory Agreement - NSA",,,,"175","GREENWICH ST","FL","59","NEW YORK","10007","Manhattan"
"067036-2025-CMPL","07/02/2025","Email/Fax","Dry Cleaners",,"BA-1738003-2025","DRY CLEANERS","08/01/2025","Requested Information Not Provided",,,,"6727","Grand Ave",,,"Queens","11378",
"067078-2025-CMPL","07/02/2025","311","Drug Store Retail","Exchange/Refund/Return","BA-1738062-2025","HEALTH MAX","08/02/2025","Requested Information Not Provided",,,,"5315","5TH AVE",,,"BROOKLYN","11220","Brooklyn"
"067021-2025-CMPL","07/02/2025","311","Tow Truck Company","Billing Dispute - B02","BA-1737976-2025","7 DAYS TOWING INC","08/02/2025","Requested Information Not Provided",,,,"4519","BROADWAY",,,"NEW YORK","10040","Manhattan"
"067000-2025-CMPL","07/02/2025","Online","Other",,"BA-1737931-2025","22 East 14th Street Fitness Group, LLC","08/24/2025","Requested Information Not Provided",,,,,"22 E 14TH St",,,"New York","10003","Manhattan"
"067034-2025-CMPL","07/02/2025","Email/Fax","Home Improvement Contractor","Quality of Work - Q01","BA-1739792-2025","J&D IRON WORKS INC","08/25/2025","Goods Repaired - GRS",,,,"55","COMMERCE ST",,,"BROOKLYN","11231","Brooklyn"
"066986-2025-CMPL","07/02/2025","Online","Dry Cleaners","Exchange/Refund/Return","BA-1426724-2022","SUSAN LAUNDROMAT","08/23/2025","Requested Information Not Provided",,,,,"244 Nassau Ave",,,"Brooklyn","11222","Brooklyn"
